group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOVSD,;0,;0x17d8c,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x17d72,;Not found;0;Success;4;4;0;4;0;1;
8;SLLSLLLS;MOV,MOV,MOV,MOVSD,MOVSD,SUBSD,MOVSD,MOVSD,;-60,-60,-72,-16,-16,-32,-40,-40,;0x17d74,0x17d77,0x17d7d,0x17d90,0x17d95,0x17d9a,0x17db3,0x17dbc,;Success;0;Success;56;36;20;64;0;1;
