group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;0,;0x1b1a8,;Not found;0;Success;4;4;0;4;0;1;
1;L;MOVSD,;0,;0x1b10d,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOVSD,;0,;0x1b0e9,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x1b0b1,;Not found;0;Success;4;4;0;4;0;1;
78;LLLLSLLLSLLSLLSLLSSLLSLLSSLLLLSLLLLLLSLLLLLLLSLLSLLLLLLLSLLLLSLLSLLSLLLSLSLLSS;MOV,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOVSD,MOV,MOV,MOVSD,MOVSD,ADDSD,MOVSD,MOVSD,MOVSD,MOVSD,ADD,MOVSD,SUBSD,MOVSD,MOVSD,MOVSD,MOVSD,SUB,MOV,MOV,MOV,MOV,MOVSD,MOVSD,UCOMISD,MOVSD,UCOMISD,MOV,MOVSD,MOVSD,MOVSD,MULSD,MOVSD,MOV,MULSD,MULSD,MOV,MOVSD,MOV,MOVSD,MOVSD,MOVSD,MULSD,MOVSD,MOV,MULSD,MULSD,MOV,MOVSD,MOV,MULSD,MOV,MULSD,MOVSD,MOV,MOVSD,MOVSD,MOVSD,SUBSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOV,MOV,MOVSD,ADDSD,MOVSD,ADD,;-128,-144,-144,-128,-240,-240,-280,-200,-112,-240,-288,-104,-192,-104,-192,-104,-184,-184,-176,-168,-104,-168,-104,-160,-160,-152,-144,-128,-280,-200,-96,-112,-96,-112,-96,-176,-192,-88,-88,-192,-184,-176,-88,-88,-176,-80,-152,-168,-72,-72,-168,-160,-152,-72,-72,-152,-64,-176,-80,-152,-64,-312,-296,-312,-56,-304,-56,-48,-224,-48,-48,-224,-200,-244,-112,-96,-232,-144,;0x1b4de,0x1b4ee,0x1b09b,0x1b0a2,0x1b0b3,0x1b0b9,0x1b0c2,0x1b0d7,0x1b0ed,0x1b0f2,0x1b0fb,0x1b111,0x1b116,0x1b11e,0x1b123,0x1b12b,0x1b134,0x1b140,0x1b148,0x1b150,0x1b158,0x1b15d,0x1b165,0x1b172,0x1b17e,0x1b186,0x1b18e,0x1b199,0x1b1ad,0x1b1c2,0x1b1d8,0x1b1dd,0x1b1e2,0x1b1e9,0x1b1ee,0x1b1f9,0x1b229,0x1b235,0x1b23a,0x1b247,0x1b24f,0x1b25f,0x1b28f,0x1b294,0x1b29d,0x1b2d1,0x1b2d6,0x1b306,0x1b312,0x1b317,0x1b324,0x1b32c,0x1b33c,0x1b36c,0x1b371,0x1b37a,0x1b3ae,0x1b3b3,0x1b3e7,0x1b3ec,0x1b41c,0x1b425,0x1b42d,0x1b465,0x1b471,0x1b476,0x1b47e,0x1b483,0x1b488,0x1b490,0x1b49b,0x1b4a0,0x1b4a8,0x1b4af,0x1b4b5,0x1b4ba,0x1b4cb,0x1b4d6,;Success;0;Success;608;208;400;272;0;1;
1;L;MOVSD,;120673,;0x1b4bf,;RIP based value;0;Success;8;8;0;8;0;1;
1;L;MOVSD,;0,;0x1b1d4,;Not found;0;Success;8;8;0;8;0;1;
