scaling,model,max_depth,num_threads,use_omp,train_time_mean,train_time_std,eval_time_mean,eval_time_std,mse_mean,mse_std,mae_mean,mae_std,n_estimators,criteria,which_loss_function,learning_rate,num_leaves,subsample,colsample_bytree,min_data_leaf,num_bins,use_dart,dropout_rate,skip_drop_rate,binning_method
strong,AdvGBDT,6,2,1,0.791606,0.05747433069544079,0.0171043,6.448952180177975e-05,0.000162566,0.0,0.00685916,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
strong,AdvGBDT,6,3,1,0.720333,0.03953226895700399,0.0103622,2.195631167164064e-05,0.000162566,0.0,0.00685916,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
strong,AdvGBDT,6,4,1,0.72428,0.12818090731462298,0.0118796,0.0010409608780352889,0.000162566,0.0,0.00685916,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
strong,AdvGBDT,6,6,1,0.696901,0.046856011353934204,0.007691,5.035952762111888e-05,0.000162566,0.0,0.00685916,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
weak,DecisionTree,6,1,1,0.012667266666666665,0.000739041570023109,3.6590000000000003,0.15415792768024192,0.00045050533333333334,3.0853425885773015e-06,0.011153666666666668,1.5744910994420996e-05,,,,,,,,,,,,,
weak,DecisionTree,6,2,1,0.0193464,5.838104715287898e-05,6.945333333333333,0.2973318385612653,0.000336595,0.0,0.00986769,0.0,,,,,,,,,,,,,
weak,DecisionTree,6,3,1,0.029575133333333333,4.1685675663896934e-05,0.0001063,1.927139503685881e-06,0.000353187,0.0,0.0102145,0.0,,,,,,,,,,,,,
weak,DecisionTree,6,4,1,0.03018723333333333,0.0006306002660604848,0.00015430999999999998,6.373021261536796e-06,0.00012314,0.0,0.006691720000000001,8.673617379884035e-19,,,,,,,,,,,,,
weak,DecisionTree,6,5,1,0.03855193333333334,0.0008986422956636053,0.00018928999999999997,2.8971710339570878e-06,0.00010012600000000001,1.3552527156068805e-20,0.00608417,0.0,,,,,,,,,,,,,
weak,DecisionTree,6,6,1,0.04779906666666667,0.002888904916323061,0.00022391666666666667,1.3797558560202677e-05,6.78693e-05,0.0,0.00519225,0.0,,,,,,,,,,,,,
