group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LSLS;CVTSI2SD,MOVSD,ADDSD,MOV,;-20,-32,-32,-20,;0x43130,0x43135,0x4314a,0x43153,;Success;0;Success;24;12;12;16;0;1;
1;L;MOVSD,;0,;0x43146,;Not found;0;Success;8;8;0;8;0;1;
