node;pid;tid;core_id;sample_count;
fixot-brendan-MS-7C02;36713;36713;5;48;
fixot-brendan-MS-7C02;36713;36722;6;40;
fixot-brendan-MS-7C02;36713;36723;2;36;
fixot-brendan-MS-7C02;36713;36724;4;40;
fixot-brendan-MS-7C02;36713;36720;3;40;
fixot-brendan-MS-7C02;36713;36721;1;41;
