group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;MOV,MOV,;8,0,;0x38e20,0x38e24,;Not found;0;Success;16;16;0;16;0;2;
7;LLLSSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,;-72,-56,-56,-48,-40,-56,-72,;0x38df1,0x38df5,0x38e83,0x38e27,0x38e2b,0x38e43,0x38e47,;Success;0;Success;56;32;24;40;0;1;
