group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOVSD,;0,;0x335fa,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOVSD,;0,;0x33550,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x33541,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOVSD,;0,;0x33525,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x33506,;Not found;0;Success;4;4;0;4;0;1;
69;LLSLSLLSLLSLLSSLLSLLSSLSLLLLLLSLLLLLLLSLLSLLLLLLLSLLLLLSLLSLLLSLSLLSS;CMP,MOV,MOV,MOV,MOVSD,MOV,MOV,MOVSD,MOVSD,ADDSD,MOVSD,MOVSD,MOVSD,MOVSD,ADD,MOVSD,SUBSD,MOVSD,MOVSD,MOVSD,MOVSD,SUB,MOV,MOVSD,MOVSD,UCOMISD,MOVSD,UCOMISD,MOV,MOVSD,MOVSD,MOVSD,MULSD,MOVSD,MOV,MULSD,MULSD,MOV,MOVSD,MOV,MOVSD,MOVSD,MOVSD,MULSD,MOVSD,MOV,MULSD,MULSD,MOV,MOVSD,MOV,MULSD,MOV,MULSD,MOV,MOVSD,MOVSD,SUBSD,MOVSD,MOVSD,COMISD,MOVSD,MOVSD,MOV,MOV,MOVSD,ADDSD,MOVSD,ADD,;-200,-200,-292,-200,-152,-292,-312,-144,-248,-144,-248,-144,-240,-240,-232,-224,-144,-224,-144,-216,-216,-208,-200,-136,-152,-136,-152,-136,-232,-248,-128,-128,-248,-240,-232,-128,-128,-232,-120,-208,-224,-112,-112,-224,-216,-208,-112,-112,-208,-104,-232,-120,-208,-104,-192,-96,-176,-96,-88,-88,-264,-88,-264,-256,-300,-152,-136,-272,-200,;0x334bc,0x334f0,0x33509,0x3350f,0x33529,0x33531,0x3353a,0x33554,0x3355c,0x33564,0x3356c,0x33574,0x33580,0x3358c,0x33594,0x3359c,0x335a4,0x335ac,0x335b4,0x335c4,0x335d0,0x335d8,0x335e0,0x335fe,0x33606,0x3360e,0x33618,0x33620,0x33638,0x33668,0x33674,0x33679,0x33686,0x3368e,0x3369e,0x336ce,0x336d3,0x336dc,0x33710,0x33715,0x33745,0x33751,0x33756,0x33763,0x3376b,0x3377b,0x337ab,0x337b0,0x337b9,0x337ed,0x337f2,0x33826,0x3382b,0x3385b,0x33864,0x33898,0x3389d,0x338a5,0x338aa,0x338af,0x338b4,0x338c2,0x338c7,0x338cf,0x338d6,0x338dc,0x338e4,0x338f8,0x3362b,;Success;0;Success;540;184;356;232;0;1;
1;L;MOVSD,;82788,;0x338ec,;RIP based value;0;Success;8;8;0;8;0;1;
