group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOVSD,;0,;0x33957,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x33948,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x3393c,;Not found;0;Success;4;4;0;4;0;1;
14;SLSLSLLSLLSLLS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVSD,MOVSD,ADDSD,MOVSD,MOVSD,MOVSD,MOVSD,;-80,-80,-72,-80,-64,-64,-312,-56,-224,-56,-224,-56,-216,-216,;0x33914,0x33918,0x33924,0x33928,0x33934,0x33938,0x33941,0x3395b,0x33960,0x33968,0x3396d,0x33975,0x3397e,0x3398a,;Success;0;Success;112;56;56;264;0;1;
