time;profiled_time;max_nb_threads;nb_execution_ports;ENERGY_PKG;ENERGY_DRAM;DRAM_READS;DRAM_WRITES;filtered_threads_count;filtered_threads_CPU_time;
6.3785548210144;2.3949954509735;131;11;0;0;0;0;45;0.75436692871153;
