node;pid;tid;core_id;sample_count;
fixot-brendan-MS-7C02;36525;36534;4;593;
fixot-brendan-MS-7C02;36525;36535;2;1;
fixot-brendan-MS-7C02;36525;36535;3;585;
fixot-brendan-MS-7C02;36525;36536;5;41;
fixot-brendan-MS-7C02;36525;36536;6;545;
fixot-brendan-MS-7C02;36525;36532;1;585;
fixot-brendan-MS-7C02;36525;36525;5;574;
fixot-brendan-MS-7C02;36525;36525;6;40;
fixot-brendan-MS-7C02;36525;36533;2;533;
fixot-brendan-MS-7C02;36525;36533;3;1;
