node;pid;tid;core_id;sample_count;
fixot-brendan-MS-7C02;8999;9021;1;28;
fixot-brendan-MS-7C02;8999;9009;1;2;
fixot-brendan-MS-7C02;8999;9020;4;25;
fixot-brendan-MS-7C02;8999;9015;5;27;
fixot-brendan-MS-7C02;8999;9014;2;16;
fixot-brendan-MS-7C02;8999;8999;5;13;
fixot-brendan-MS-7C02;8999;9007;1;4;
fixot-brendan-MS-7C02;8999;9006;4;4;
