block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
5169;MainEnsemble;;11.730492591858;1.4100000858307;1.4099999666214;1.4099999666214;1.4099999666214;0;0;1;;
5171;MainEnsemble;;10.232982635498;1.2300000190735;1.2299998998642;1.2299998998642;1.2299998998642;0;0;1;;
4605;MainEnsemble;;10.232982635498;1.2300000190735;1.2299998998642;1.2299998998642;1.2299998998642;0;0;1;;
6062;MainEnsemble;;6.4476108551025;0.77499997615814;0.77499997615814;0.77499997615814;0.77499997615814;0;0;1;;
5919;MainEnsemble;;5.3660759925842;0.64499998092651;0.64499992132187;0.64499992132187;0.64499992132187;0;0;1;;
6061;MainEnsemble;;4.0349564552307;0.48499998450279;0.48499998450279;0.48499998450279;0.48499998450279;0;0;1;;
5167;MainEnsemble;;3.9933586120605;0.47999992966652;0.47999995946884;0.47999995946884;0.47999995946884;0;0;1;;
5116;MainEnsemble;;3.6189815998077;0.43500000238419;0.43499997258186;0.43499997258186;0.43499997258186;0;0;1;;
6298;MainEnsemble;;3.2030065059662;0.38499996066093;0.38499999046326;0.38499999046326;0.38499999046326;0;0;1;;
6331;MainEnsemble;;2.7038369178772;0.32499998807907;0.32499998807907;0.32499998807907;0.32499998807907;0;0;1;;
5105;MainEnsemble;;2.1214718818665;0.25499996542931;0.25499999523163;0.25499999523163;0.25499999523163;0;0;1;;
5630;MainEnsemble;;1.7054969072342;0.2049999833107;0.20499996840954;0.20499996840954;0.20499996840954;0;0;1;;
5646;MainEnsemble;;1.5807044506073;0.18999996781349;0.18999998271465;0.18999998271465;0.18999998271465;0;0;1;;
5647;MainEnsemble;;1.5807044506073;0.18999996781349;0.18999998271465;0.18999998271465;0.18999998271465;0;0;1;;
6328;MainEnsemble;;1.3727171421051;0.16499999165535;0.16499999165535;0.16499999165535;0.16499999165535;0;0;1;;
5645;MainEnsemble;;1.3727171421051;0.16499999165535;0.16499999165535;0.16499999165535;0.16499999165535;0;0;1;;
5147;MainEnsemble;;1.1647295951843;0.13999998569489;0.13999997079372;0.13999997079372;0.13999997079372;0;0;1;;
6161;MainEnsemble;;1.1231322288513;0.13499999046326;0.13500000536442;0.13500000536442;0.13500000536442;0;0;1;;
5113;MainEnsemble;;0.87354719638824;0.10499998927116;0.10499998927116;0.10499998927116;0.10499998927116;0;0;1;;
5631;MainEnsemble;;0.83194977045059;0.099999994039536;0.099999994039536;0.099999994039536;0.099999994039536;0;0;1;;
5648;MainEnsemble;;0.79035222530365;0.094999983906746;0.094999991357327;0.094999991357327;0.094999991357327;0;0;1;;
5168;MainEnsemble;;0.79035222530365;0.094999983906746;0.094999991357327;0.094999991357327;0.094999991357327;0;0;1;;
5170;MainEnsemble;;0.74875473976135;0.089999988675117;0.089999996125698;0.089999996125698;0.089999996125698;0;0;1;;
5635;MainEnsemble;;0.74875473976135;0.089999988675117;0.089999996125698;0.089999996125698;0.089999996125698;0;0;1;;
6358;MainEnsemble;;0.6655598282814;0.07999999076128;0.079999998211861;0.079999998211861;0.079999998211861;0;0;1;;
5122;MainEnsemble;;0.6655598282814;0.07999999076128;0.079999998211861;0.079999998211861;0.079999998211861;0;0;1;;
5633;MainEnsemble;;0.62396234273911;0.074999995529652;0.074999995529652;0.074999995529652;0.074999995529652;0;0;1;;
5636;MainEnsemble;;0.62396234273911;0.074999995529652;0.074999995529652;0.074999995529652;0.074999995529652;0;0;1;;
5638;MainEnsemble;;0.54076737165451;0.064999997615814;0.064999997615814;0.064999997615814;0.064999997615814;0;0;1;;
5936;MainEnsemble;;0.49916982650757;0.059999991208315;0.059999994933605;0.059999994933605;0.059999994933605;0;0;1;;
5702;MainEnsemble;;0.45757234096527;0.054999992251396;0.054999995976686;0.054999995976686;0.054999995976686;0;0;1;;
5701;MainEnsemble;;0.4159748852253;0.049999997019768;0.049999997019768;0.049999997019768;0.049999997019768;0;0;1;;
5699;MainEnsemble;;0.4159748852253;0.049999997019768;0.049999997019768;0.049999997019768;0.049999997019768;0;0;1;;
5654;MainEnsemble;;0.37437736988068;0.044999994337559;0.044999998062849;0.044999998062849;0.044999998062849;0;0;1;;
5664;MainEnsemble;;0.3327799141407;0.03999999538064;0.03999999910593;0.03999999910593;0.03999999910593;0;0;1;;
5632;MainEnsemble;;0.3327799141407;0.03999999538064;0.03999999910593;0.03999999910593;0.03999999910593;0;0;1;;
5663;MainEnsemble;;0.3327799141407;0.03999999538064;0.03999999910593;0.03999999910593;0.03999999910593;0;0;1;;
6359;MainEnsemble;;0.33277988433838;0.03999999538064;0.03999999165535;0.03999999165535;0.03999999165535;0;0;1;;
5665;MainEnsemble;;0.2911824285984;0.035000000149012;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;;
5651;MainEnsemble;;0.2911824285984;0.035000000149012;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;;
5520;MainEnsemble;;0.2911824285984;0.035000000149012;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;;
4598;MainEnsemble;;0.2911824285984;0.035000000149012;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;;
5117;MainEnsemble;;0.2911824285984;0.035000000149012;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;;
5661;MainEnsemble;;0.2911824285984;0.035000000149012;0.035000000149012;0.035000000149012;0.035000000149012;0;0;1;;
6256;MainEnsemble;;0.29118239879608;0.034999996423721;0.034999992698431;0.034999992698431;0.034999992698431;0;0;1;;
4606;MainEnsemble;;0.29118239879608;0.034999996423721;0.034999992698431;0.034999992698431;0.034999992698431;0;0;1;;
6332;MainEnsemble;;0.24958494305611;0.030000001192093;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
5696;MainEnsemble;;0.24958494305611;0.030000001192093;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
4634;MainEnsemble;;0.24958494305611;0.030000001192093;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
4603;MainEnsemble;;0.24958494305611;0.030000001192093;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
5137;MainEnsemble;;0.24958494305611;0.030000001192093;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
5143;MainEnsemble;;0.24958494305611;0.030000001192093;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
5118;MainEnsemble;;0.24958494305611;0.030000001192093;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
6356;MainEnsemble;;0.24958491325378;0.029999995604157;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;;
6330;MainEnsemble;;0.20798744261265;0.024999998509884;0.024999998509884;0.024999998509884;0.024999998509884;0;0;1;;
6058;MainEnsemble;;0.20798744261265;0.024999998509884;0.024999998509884;0.024999998509884;0.024999998509884;0;0;1;;
5656;MainEnsemble;;0.20798744261265;0.024999998509884;0.024999998509884;0.024999998509884;0.024999998509884;0;0;1;;
5649;MainEnsemble;;0.20798744261265;0.024999998509884;0.024999998509884;0.024999998509884;0.024999998509884;0;0;1;;
5128;MainEnsemble;;0.20798744261265;0.024999998509884;0.024999998509884;0.024999998509884;0.024999998509884;0;0;1;;
5658;MainEnsemble;;0.20798744261265;0.024999998509884;0.024999998509884;0.024999998509884;0.024999998509884;0;0;1;;
6360;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
6357;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
6292;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
5871;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
5650;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
4602;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
5010;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
5104;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
5119;MainEnsemble;;0.16638995707035;0.01999999769032;0.019999999552965;0.019999999552965;0.019999999552965;0;0;1;;
6334;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
6257;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
6182;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
6057;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5698;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5667;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5652;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5641;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5548;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5530;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5112;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5114;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5140;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5533;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5659;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
5526;MainEnsemble;;0.12479247152805;0.015000000596046;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;;
6335;MainEnsemble;;0.083194978535175;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
6329;MainEnsemble;;0.083194978535175;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
6060;MainEnsemble;;0.083194978535175;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
6018;MainEnsemble;;0.083194978535175;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
6019;MainEnsemble;;0.083194978535175;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
5870;MainEnsemble;;0.083194978535175;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
